image,x,y,score,hit
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,20,40,4.545,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,40,40,4.013,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,60,40,29.687,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,80,40,13.278,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,100,40,6.857,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,120,40,5.148,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,140,40,4.358,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,0,60,2.445,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,20,60,4.282,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,40,60,3.849,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,60,60,172.795,1
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,80,60,80.166,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,100,60,5.268,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,120,60,4.384,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,140,60,4.166,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,0,80,2.892,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,20,80,3.538,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,40,80,3.672,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,60,80,18.374,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,80,80,5.645,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,100,80,3.964,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,120,80,4.000,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,140,80,3.838,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,0,100,2.146,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,20,100,3.263,0
orange_pos_clean_01/orange_pos_003151_20260511_163849_036.png,40,100,3.500,0
